node_id,attribute,value,k,group_fairness_score
2898, gender,0,4,0.0
2898, gender,1,1,0.5
2898, gender,1,2,0.0
2898, gender,1,3,-0.16666666666666663
2898, gender,1,4,0.0
2899, gender,0,1,-0.5
2899, gender,0,2,-0.5
2899, gender,0,3,-0.5
2899, gender,0,4,-0.5
2899, gender,1,1,0.5
2899, gender,1,2,0.5
2899, gender,1,3,0.5
2899, gender,1,4,0.5
2900, gender,0,1,0.5
2900, gender,0,2,0.5
2900, gender,0,3,0.5
2900, gender,0,4,0.25
2900, gender,1,1,-0.5
2900, gender,1,2,-0.5
2900, gender,1,3,-0.5
2900, gender,1,4,-0.25
2901, gender,0,1,-0.5
2901, gender,0,2,-0.5
2901, gender,0,3,-0.5
2901, gender,0,4,-0.25
2901, gender,1,1,0.5
2901, gender,1,2,0.5
2901, gender,1,3,0.5
2901, gender,1,4,0.25
2902, gender,0,1,-0.5
2902, gender,0,2,-0.5
2902, gender,0,3,-0.16666666666666663
2902, gender,0,4,-0.25
2902, gender,1,1,0.5
2902, gender,1,2,0.5
2902, gender,1,3,0.16666666666666669
2902, gender,1,4,0.25
2903, gender,0,1,0.5
2903, gender,0,2,0.0
2903, gender,0,3,-0.16666666666666663
2903, gender,0,4,-0.25
2903, gender,1,1,-0.5
2903, gender,1,2,0.0
2903, gender,1,3,0.16666666666666669
2903, gender,1,4,0.25
2904, gender,0,1,-0.5
2904, gender,0,2,-0.5
2904, gender,0,3,-0.16666666666666663
2904, gender,0,4,0.0
2904, gender,1,1,0.5
2904, gender,1,2,0.5
2904, gender,1,3,0.16666666666666669
2904, gender,1,4,0.0
2905, gender,0,1,-0.5
2905, gender,0,2,0.0
2905, gender,0,3,0.16666666666666669
2905, gender,0,4,0.0
2905, gender,1,1,0.5
2905, gender,1,2,0.0
2905, gender,1,3,-0.16666666666666663
2905, gender,1,4,0.0
2906, gender,0,1,0.5
2906, gender,0,2,0.0
2906, gender,0,3,-0.16666666666666663
2906, gender,0,4,0.0
2906, gender,1,1,-0.5
2906, gender,1,2,0.0
2906, gender,1,3,0.16666666666666669
2906, gender,1,4,0.0
2907, gender,0,1,0.5
2907, gender,0,2,0.0
2907, gender,0,3,0.16666666666666669
2907, gender,0,4,0.25
2907, gender,1,1,-0.5
2907, gender,1,2,0.0
2907, gender,1,3,-0.16666666666666663
2907, gender,1,4,-0.25
2908, gender,0,1,0.5
2908, gender,0,2,0.5
2908, gender,0,3,0.16666666666666669
2908, gender,0,4,0.0
2908, gender,1,1,-0.5
2908, gender,1,2,-0.5
2908, gender,1,3,-0.16666666666666663
2908, gender,1,4,0.0
2909, gender,0,1,0.5
2909, gender,0,2,0.5
2909, gender,0,3,0.5
2909, gender,0,4,0.5
2909, gender,1,1,-0.5
2909, gender,1,2,-0.5
2909, gender,1,3,-0.5
2909, gender,1,4,-0.5
2910, gender,0,1,0.5
2910, gender,0,2,0.0
2910, gender,0,3,0.16666666666666669
2910, gender,0,4,0.0
2910, gender,1,1,-0.5
2910, gender,1,2,0.0
2910, gender,1,3,-0.16666666666666663
2910, gender,1,4,0.0
2911, gender,0,1,0.5
2911, gender,0,2,0.0
2911, gender,0,3,-0.16666666666666663
2911, gender,0,4,-0.25
2911, gender,1,1,-0.5
2911, gender,1,2,0.0
2911, gender,1,3,0.16666666666666669
2911, gender,1,4,0.25
2912, gender,0,1,-0.5
2912, gender,0,2,-0.5
2912, gender,0,3,-0.16666666666666663
2912, gender,0,4,-0.25
2912, gender,1,1,0.5
2912, gender,1,2,0.5
2912, gender,1,3,0.16666666666666669
2912, gender,1,4,0.25
2913, gender,0,1,0.5
2913, gender,0,2,0.5
2913, gender,0,3,0.16666666666666669
2913, gender,0,4,0.0
2913, gender,1,1,-0.5
2913, gender,1,2,-0.5
2913, gender,1,3,-0.16666666666666663
2913, gender,1,4,0.0
2914, gender,0,1,0.5
2914, gender,0,2,0.0
2914, gender,0,3,-0.16666666666666663
2914, gender,0,4,0.0
2914, gender,1,1,-0.5
2914, gender,1,2,0.0
2914, gender,1,3,0.16666666666666669
2914, gender,1,4,0.0
2915, gender,0,1,-0.5
2915, gender,0,2,0.0
2915, gender,0,3,-0.16666666666666663
2915, gender,0,4,0.0
2915, gender,1,1,0.5
2915, gender,1,2,0.0
2915, gender,1,3,0.16666666666666669
2915, gender,1,4,0.0
2916, gender,0,1,-0.5
2916, gender,0,2,-0.5
2916, gender,0,3,-0.5
2916, gender,0,4,-0.5
2916, gender,1,1,0.5
2916, gender,1,2,0.5
2916, gender,1,3,0.5
2916, gender,1,4,0.5
2917, gender,0,1,-0.5
2917, gender,0,2,0.0
2917, gender,0,3,0.16666666666666669
2917, gender,0,4,0.25
2917, gender,1,1,0.5
2917, gender,1,2,0.0
2917, gender,1,3,-0.16666666666666663
2917, gender,1,4,-0.25
2918, gender,0,1,0.5
2918, gender,0,2,0.5
2918, gender,0,3,0.16666666666666669
2918, gender,0,4,0.0
2918, gender,1,1,-0.5
2918, gender,1,2,-0.5
2918, gender,1,3,-0.16666666666666663
2918, gender,1,4,0.0
2919, gender,0,1,0.5
2919, gender,0,2,0.0
2919, gender,0,3,-0.16666666666666663
2919, gender,0,4,0.0
2919, gender,1,1,-0.5
2919, gender,1,2,0.0
2919, gender,1,3,0.16666666666666669
2919, gender,1,4,0.0
2920, gender,0,1,-0.5
2920, gender,0,2,-0.5
2920, gender,0,3,-0.16666666666666663
2920, gender,0,4,-0.25
2920, gender,1,1,0.5
2920, gender,1,2,0.5
2920, gender,1,3,0.16666666666666669
2920, gender,1,4,0.25
2921, gender,0,1,-0.5
2921, gender,0,2,-0.5
2921, gender,0,3,-0.5
2921, gender,0,4,-0.5
2921, gender,1,1,0.5
2921, gender,1,2,0.5
2921, gender,1,3,0.5
2921, gender,1,4,0.5
2922, gender,0,1,0.5
2922, gender,0,2,0.5
2922, gender,0,3,0.16666666666666669
2922, gender,0,4,0.0
2922, gender,1,1,-0.5
2922, gender,1,2,-0.5
2922, gender,1,3,-0.16666666666666663
2922, gender,1,4,0.0
2923, gender,0,1,0.5
2923, gender,0,2,0.0
2923, gender,0,3,-0.16666666666666663
2923, gender,0,4,-0.25
2923, gender,1,1,-0.5
2923, gender,1,2,0.0
2923, gender,1,3,0.16666666666666669
2923, gender,1,4,0.25
2924, gender,0,1,0.5
2924, gender,0,2,0.5
2924, gender,0,3,0.5
2924, gender,0,4,0.25
2924, gender,1,1,-0.5
2924, gender,1,2,-0.5
2924, gender,1,3,-0.5
2924, gender,1,4,-0.25
2925, gender,0,1,-0.5
2925, gender,0,2,0.0
2925, gender,0,3,0.16666666666666669
2925, gender,0,4,0.0
2925, gender,1,1,0.5
2925, gender,1,2,0.0
2925, gender,1,3,-0.16666666666666663
2925, gender,1,4,0.0
2926, gender,0,1,0.5
2926, gender,0,2,0.5
2926, gender,0,3,0.16666666666666669
2926, gender,0,4,0.0
2926, gender,1,1,-0.5
2926, gender,1,2,-0.5
2926, gender,1,3,-0.16666666666666663
2926, gender,1,4,0.0
2927, gender,0,1,-0.5
2927, gender,0,2,-0.5
2927, gender,0,3,-0.5
2927, gender,0,4,-0.5
2927, gender,1,1,0.5
2927, gender,1,2,0.5
2927, gender,1,3,0.5
2927, gender,1,4,0.5
2928, gender,0,1,0.5
2928, gender,0,2,0.5
2928, gender,0,3,0.16666666666666669
2928, gender,0,4,0.0
2928, gender,1,1,-0.5
2928, gender,1,2,-0.5
2928, gender,1,3,-0.16666666666666663
2928, gender,1,4,0.0
2929, gender,0,1,-0.5
2929, gender,0,2,0.0
2929, gender,0,3,-0.16666666666666663
2929, gender,0,4,-0.25
2929, gender,1,1,0.5
2929, gender,1,2,0.0
2929, gender,1,3,0.16666666666666669
2929, gender,1,4,0.25
2930, gender,0,1,-0.5
2930, gender,0,2,-0.5
2930, gender,0,3,-0.5
2930, gender,0,4,-0.25
2930, gender,1,1,0.5
2930, gender,1,2,0.5
2930, gender,1,3,0.5
2930, gender,1,4,0.25
2931, gender,0,1,-0.5
2931, gender,0,2,0.0
2931, gender,0,3,0.16666666666666669
2931, gender,0,4,0.0
2931, gender,1,1,0.5
2931, gender,1,2,0.0
2931, gender,1,3,-0.16666666666666663
2931, gender,1,4,0.0
2932, gender,0,1,-0.5
2932, gender,0,2,0.0
2932, gender,0,3,-0.16666666666666663
2932, gender,0,4,0.0
2932, gender,1,1,0.5
2932, gender,1,2,0.0
2932, gender,1,3,0.16666666666666669
2932, gender,1,4,0.0
2933, gender,0,1,-0.5
2933, gender,0,2,-0.5
2933, gender,0,3,-0.16666666666666663
2933, gender,0,4,-0.25
2933, gender,1,1,0.5
2933, gender,1,2,0.5
2933, gender,1,3,0.16666666666666669
2933, gender,1,4,0.25
2934, gender,0,1,-0.5
2934, gender,0,2,-0.5
2934, gender,0,3,-0.5
2934, gender,0,4,-0.5
2934, gender,1,1,0.5
2934, gender,1,2,0.5
2934, gender,1,3,0.5
2934, gender,1,4,0.5
2935, gender,0,1,-0.5
2935, gender,0,2,-0.5
2935, gender,0,3,-0.16666666666666663
2935, gender,0,4,0.0
2935, gender,1,1,0.5
2935, gender,1,2,0.5
2935, gender,1,3,0.16666666666666669
2935, gender,1,4,0.0
2936, gender,0,1,-0.5
2936, gender,0,2,-0.5
2936, gender,0,3,-0.5
2936, gender,0,4,-0.5
2936, gender,1,1,0.5
2936, gender,1,2,0.5
2936, gender,1,3,0.5
2936, gender,1,4,0.5
2937, gender,0,1,-0.5
2937, gender,0,2,0.0
2937, gender,0,3,0.16666666666666669
2937, gender,0,4,0.25
2937, gender,1,1,0.5
2937, gender,1,2,0.0
2937, gender,1,3,-0.16666666666666663
2937, gender,1,4,-0.25
2938, gender,0,1,0.5
2938, gender,0,2,0.0
2938, gender,0,3,-0.16666666666666663
2938, gender,0,4,-0.25
2938, gender,1,1,-0.5
2938, gender,1,2,0.0
2938, gender,1,3,0.16666666666666669
2938, gender,1,4,0.25
2939, gender,0,1,-0.5
2939, gender,0,2,-0.5
2939, gender,0,3,-0.16666666666666663
2939, gender,0,4,0.0
2939, gender,1,1,0.5
2939, gender,1,2,0.5
2939, gender,1,3,0.16666666666666669
2939, gender,1,4,0.0
2940, gender,0,1,0.5
2940, gender,0,2,0.5
2940, gender,0,3,0.5
2940, gender,0,4,0.25
2940, gender,1,1,-0.5
2940, gender,1,2,-0.5
2940, gender,1,3,-0.5
2940, gender,1,4,-0.25
2941, gender,0,1,-0.5
2941, gender,0,2,0.0
2941, gender,0,3,-0.16666666666666663
2941, gender,0,4,0.0
2941, gender,1,1,0.5
2941, gender,1,2,0.0
2941, gender,1,3,0.16666666666666669
2941, gender,1,4,0.0
2942, gender,0,1,-0.5
2942, gender,0,2,0.0
2942, gender,0,3,-0.16666666666666663
2942, gender,0,4,-0.25
2942, gender,1,1,0.5
2942, gender,1,2,0.0
2942, gender,1,3,0.16666666666666669
2942, gender,1,4,0.25
2943, gender,0,1,-0.5
2943, gender,0,2,-0.5
2943, gender,0,3,-0.5
2943, gender,0,4,-0.5
2943, gender,1,1,0.5
2943, gender,1,2,0.5
2943, gender,1,3,0.5
2943, gender,1,4,0.5
2944, gender,0,1,-0.5
2944, gender,0,2,-0.5
2944, gender,0,3,-0.16666666666666663
2944, gender,0,4,-0.25
2944, gender,1,1,0.5
2944, gender,1,2,0.5
2944, gender,1,3,0.16666666666666669
2944, gender,1,4,0.25
2945, gender,0,1,0.5
2945, gender,0,2,0.5
2945, gender,0,3,0.5
2945, gender,0,4,0.5
2945, gender,1,1,-0.5
2945, gender,1,2,-0.5
2945, gender,1,3,-0.5
2945, gender,1,4,-0.5
2946, gender,0,1,-0.5
2946, gender,0,2,0.0
2946, gender,0,3,-0.16666666666666663
2946, gender,0,4,0.0
2946, gender,1,1,0.5
2946, gender,1,2,0.0
2946, gender,1,3,0.16666666666666669
2946, gender,1,4,0.0
2947, gender,0,1,0.5
2947, gender,0,2,0.5
2947, gender,0,3,0.5
2947, gender,0,4,0.25
2947, gender,1,1,-0.5
2947, gender,1,2,-0.5
2947, gender,1,3,-0.5
2947, gender,1,4,-0.25
2948, gender,0,1,-0.5
2948, gender,0,2,-0.5
2948, gender,0,3,-0.5
2948, gender,0,4,-0.5
2948, gender,1,1,0.5
2948, gender,1,2,0.5
2948, gender,1,3,0.5
2948, gender,1,4,0.5
2949, gender,0,1,0.5
2949, gender,0,2,0.0
2949, gender,0,3,-0.16666666666666663
2949, gender,0,4,-0.25
2949, gender,1,1,-0.5
2949, gender,1,2,0.0
2949, gender,1,3,0.16666666666666669
2949, gender,1,4,0.25
2950, gender,0,1,0.5
2950, gender,0,2,0.0
2950, gender,0,3,-0.16666666666666663
2950, gender,0,4,0.0
2950, gender,1,1,-0.5
2950, gender,1,2,0.0
2950, gender,1,3,0.16666666666666669
2950, gender,1,4,0.0
2951, gender,0,1,-0.5
2951, gender,0,2,0.0
2951, gender,0,3,-0.16666666666666663
2951, gender,0,4,-0.25
2951, gender,1,1,0.5
2951, gender,1,2,0.0
2951, gender,1,3,0.16666666666666669
2951, gender,1,4,0.25
2952, gender,0,1,0.5
2952, gender,0,2,0.0
2952, gender,0,3,0.16666666666666669
2952, gender,0,4,0.25
2952, gender,1,1,-0.5
2952, gender,1,2,0.0
2952, gender,1,3,-0.16666666666666663
2952, gender,1,4,-0.25
2953, gender,0,1,0.5
2953, gender,0,2,0.0
2953, gender,0,3,0.16666666666666669
2953, gender,0,4,0.25
2953, gender,1,1,-0.5
2953, gender,1,2,0.0
2953, gender,1,3,-0.16666666666666663
2953, gender,1,4,-0.25
2954, gender,0,1,-0.5
2954, gender,0,2,0.0
2954, gender,0,3,-0.16666666666666663
2954, gender,0,4,0.0
2954, gender,1,1,0.5
2954, gender,1,2,0.5
2954, gender,1,3,0.5
2954, gender,1,4,0.25
2955, gender,0,1,-0.5
2955, gender,0,2,-0.5
2955, gender,0,3,-0.5
2955, gender,0,4,-0.5
2955, gender,1,1,0.5
2955, gender,1,2,0.5
2955, gender,1,3,0.5
2955, gender,1,4,0.5
2956, gender,0,1,0.5
2956, gender,0,2,0.0
2956, gender,0,3,-0.16666666666666663
2956, gender,0,4,-0.25
2956, gender,1,1,-0.5
2956, gender,1,2,0.0
2956, gender,1,3,0.16666666666666669
2956, gender,1,4,0.25
2957, gender,0,1,-0.5
2957, gender,0,2,-0.5
2957, gender,0,3,-0.5
2957, gender,0,4,-0.25
2957, gender,1,1,0.5
2957, gender,1,2,0.5
2957, gender,1,3,0.5
2957, gender,1,4,0.25
2958, gender,0,1,-0.5
2958, gender,0,2,-0.5
2958, gender,0,3,-0.5
2958, gender,0,4,-0.25
2958, gender,1,1,0.5
2958, gender,1,2,0.5
2958, gender,1,3,0.5
2958, gender,1,4,0.25
2959, gender,0,1,0.5
2959, gender,0,2,0.0
2959, gender,0,3,-0.16666666666666663
2959, gender,0,4,0.0
2959, gender,1,1,-0.5
2959, gender,1,2,0.0
2959, gender,1,3,0.16666666666666669
2959, gender,1,4,0.0
2960, gender,0,1,-0.5
2960, gender,0,2,-0.5
2960, gender,0,3,-0.5
2960, gender,0,4,-0.5
2960, gender,1,1,0.5
2960, gender,1,2,0.5
2960, gender,1,3,0.5
2960, gender,1,4,0.5
2961, gender,0,1,-0.5
2961, gender,0,2,-0.5
2961, gender,0,3,-0.5
2961, gender,0,4,-0.5
2961, gender,1,1,0.5
2961, gender,1,2,0.5
2961, gender,1,3,0.5
2961, gender,1,4,0.5
2962, gender,0,1,-0.5
2962, gender,0,2,0.0
2962, gender,0,3,-0.16666666666666663
2962, gender,0,4,-0.25
2962, gender,1,1,0.5
2962, gender,1,2,0.0
2962, gender,1,3,0.16666666666666669
2962, gender,1,4,0.25
2963, gender,0,1,-0.5
2963, gender,0,2,-0.5
2963, gender,0,3,-0.16666666666666663
2963, gender,0,4,-0.25
2963, gender,1,1,0.5
2963, gender,1,2,0.5
2963, gender,1,3,0.16666666666666669
2963, gender,1,4,0.25
2964, gender,0,1,-0.5
2964, gender,0,2,-0.5
2964, gender,0,3,-0.16666666666666663
2964, gender,0,4,-0.25
2964, gender,1,1,0.5
2964, gender,1,2,0.5
2964, gender,1,3,0.16666666666666669
2964, gender,1,4,0.25
2965, gender,0,1,-0.5
2965, gender,0,2,0.0
2965, gender,0,3,-0.16666666666666663
2965, gender,0,4,0.0
2965, gender,1,1,0.5
2965, gender,1,2,0.0
2965, gender,1,3,0.16666666666666669
2965, gender,1,4,0.0
2966, gender,0,1,0.5
2966, gender,0,2,0.0
2966, gender,0,3,0.16666666666666669
2966, gender,0,4,0.0
2966, gender,1,1,0.5
2966, gender,1,2,0.5
2966, gender,1,3,0.16666666666666669
2966, gender,1,4,0.25
2967, gender,0,1,-0.5
2967, gender,0,2,-0.5
2967, gender,0,3,-0.5
2967, gender,0,4,-0.5
2967, gender,1,1,0.5
2967, gender,1,2,0.5
2967, gender,1,3,0.5
2967, gender,1,4,0.5
2968, gender,0,1,0.5
2968, gender,0,2,0.5
2968, gender,0,3,0.16666666666666669
2968, gender,0,4,0.25
2968, gender,1,1,-0.5
2968, gender,1,2,-0.5
2968, gender,1,3,-0.16666666666666663
2968, gender,1,4,-0.25
2969, gender,0,1,-0.5
2969, gender,0,2,-0.5
2969, gender,0,3,-0.5
2969, gender,0,4,-0.5
2969, gender,1,1,0.5
2969, gender,1,2,0.5
2969, gender,1,3,0.5
2969, gender,1,4,0.5
2970, gender,0,1,-0.5
2970, gender,0,2,0.0
2970, gender,0,3,-0.16666666666666663
2970, gender,0,4,0.0
2970, gender,1,1,0.5
2970, gender,1,2,0.0
2970, gender,1,3,0.16666666666666669
2970, gender,1,4,0.0
2971, gender,0,1,-0.5
2971, gender,0,2,-0.5
2971, gender,0,3,-0.5
2971, gender,0,4,-0.5
2971, gender,1,1,0.5
2971, gender,1,2,0.5
2971, gender,1,3,0.5
2971, gender,1,4,0.5
2972, gender,0,1,0.5
2972, gender,0,2,0.5
2972, gender,0,3,0.5
2972, gender,0,4,0.25
2972, gender,1,1,-0.5
2972, gender,1,2,-0.5
2972, gender,1,3,-0.5
2972, gender,1,4,-0.25
2973, gender,0,1,0.5
2973, gender,0,2,0.0
2973, gender,0,3,-0.16666666666666663
2973, gender,0,4,-0.25
2973, gender,1,1,-0.5
2973, gender,1,2,0.0
2973, gender,1,3,0.16666666666666669
2973, gender,1,4,0.25
2974, gender,0,1,0.5
2974, gender,0,2,0.0
2974, gender,0,3,-0.16666666666666663
2974, gender,0,4,0.0
2974, gender,1,1,-0.5
2974, gender,1,2,0.0
2974, gender,1,3,0.16666666666666669
2974, gender,1,4,0.0
2975, gender,0,1,-0.5
2975, gender,0,2,-0.5
2975, gender,0,3,-0.5
2975, gender,0,4,-0.5
2975, gender,1,1,0.5
2975, gender,1,2,0.5
2975, gender,1,3,0.5
2975, gender,1,4,0.5
2976, gender,0,1,-0.5
2976, gender,0,2,0.0
2976, gender,0,3,-0.16666666666666663
2976, gender,0,4,-0.25
2976, gender,1,1,0.5
2976, gender,1,2,0.0
2976, gender,1,3,0.16666666666666669
2976, gender,1,4,0.25
2977, gender,0,1,0.5
2977, gender,0,2,0.5
2977, gender,0,3,0.16666666666666669
2977, gender,0,4,0.0
2977, gender,1,1,-0.5
2977, gender,1,2,-0.5
2977, gender,1,3,-0.16666666666666663
2977, gender,1,4,0.0
2978, gender,0,1,-0.5
2978, gender,0,2,0.0
2978, gender,0,3,-0.16666666666666663
2978, gender,0,4,0.0
2978, gender,1,1,0.5
2978, gender,1,2,0.0
2978, gender,1,3,0.16666666666666669
2978, gender,1,4,0.0
2979, gender,0,1,0.5
2979, gender,0,2,0.0
2979, gender,0,3,-0.16666666666666663
2979, gender,0,4,0.0
2979, gender,1,1,-0.5
2979, gender,1,2,0.0
2979, gender,1,3,0.16666666666666669
2979, gender,1,4,0.0
2980, gender,0,1,-0.5
2980, gender,0,2,-0.5
2980, gender,0,3,-0.5
2980, gender,0,4,-0.25
2980, gender,1,1,0.5
2980, gender,1,2,0.5
2980, gender,1,3,0.5
2980, gender,1,4,0.25
2981, gender,0,1,0.5
2981, gender,0,2,0.5
2981, gender,0,3,0.16666666666666669
2981, gender,0,4,0.0
2981, gender,1,1,-0.5
2981, gender,1,2,-0.5
2981, gender,1,3,-0.16666666666666663
2981, gender,1,4,0.0
2982, gender,0,1,-0.5
2982, gender,0,2,0.0
2982, gender,0,3,0.16666666666666669
2982, gender,0,4,0.0
2982, gender,1,1,0.5
2982, gender,1,2,0.0
2982, gender,1,3,-0.16666666666666663
2982, gender,1,4,0.0
2983, gender,0,1,-0.5
2983, gender,0,2,-0.5
2983, gender,0,3,-0.5
2983, gender,0,4,-0.25
2983, gender,1,1,0.5
2983, gender,1,2,0.5
2983, gender,1,3,0.5
2983, gender,1,4,0.25
2984, gender,0,1,-0.5
2984, gender,0,2,-0.5
2984, gender,0,3,-0.5
2984, gender,0,4,-0.25
2984, gender,1,1,0.5
2984, gender,1,2,0.5
2984, gender,1,3,0.5
2984, gender,1,4,0.25
2985, gender,0,1,0.5
2985, gender,0,2,0.5
2985, gender,0,3,0.16666666666666669
2985, gender,0,4,0.25
2985, gender,1,1,-0.5
2985, gender,1,2,-0.5
2985, gender,1,3,-0.16666666666666663
2985, gender,1,4,-0.25
2986, gender,0,1,0.5
2986, gender,0,2,0.5
2986, gender,0,3,0.5
2986, gender,0,4,0.25
2986, gender,1,1,-0.5
2986, gender,1,2,-0.5
2986, gender,1,3,-0.5
2986, gender,1,4,-0.25
2987, gender,0,1,0.5
2987, gender,0,2,0.5
2987, gender,0,3,0.16666666666666669
2987, gender,0,4,0.25
2987, gender,1,1,-0.5
2987, gender,1,2,-0.5
2987, gender,1,3,-0.16666666666666663
2987, gender,1,4,-0.25
2988, gender,0,1,-0.5
2988, gender,0,2,-0.5
2988, gender,0,3,-0.5
2988, gender,0,4,-0.5
2988, gender,1,1,0.5
2988, gender,1,2,0.5
2988, gender,1,3,0.5
2988, gender,1,4,0.5
2989, gender,0,1,0.5
2989, gender,0,2,0.0
2989, gender,0,3,0.16666666666666669
2989, gender,0,4,0.0
2989, gender,1,1,-0.5
2989, gender,1,2,0.0
2989, gender,1,3,-0.16666666666666663
2989, gender,1,4,0.0
2990, gender,0,1,0.5
2990, gender,0,2,0.0
2990, gender,0,3,-0.16666666666666663
2990, gender,0,4,0.0
2990, gender,1,1,-0.5
2990, gender,1,2,0.0
2990, gender,1,3,0.16666666666666669
2990, gender,1,4,0.0
2991, gender,0,1,0.5
2991, gender,0,2,0.5
2991, gender,0,3,0.16666666666666669
2991, gender,0,4,0.0
2991, gender,1,1,-0.5
2991, gender,1,2,-0.5
2991, gender,1,3,-0.16666666666666663
2991, gender,1,4,0.0
2992, gender,0,1,-0.5
2992, gender,0,2,0.0
2992, gender,0,3,0.16666666666666669
2992, gender,0,4,0.25
2992, gender,1,1,0.5
2992, gender,1,2,0.0
2992, gender,1,3,-0.16666666666666663
2992, gender,1,4,-0.25
2993, gender,0,1,0.5
2993, gender,0,2,0.0
2993, gender,0,3,-0.16666666666666663
2993, gender,0,4,0.0
2993, gender,1,1,-0.5
2993, gender,1,2,0.0
2993, gender,1,3,0.16666666666666669
2993, gender,1,4,0.0
2994, gender,0,1,-0.5
2994, gender,0,2,-0.5
2994, gender,0,3,-0.16666666666666663
2994, gender,0,4,-0.25
2994, gender,1,1,0.5
2994, gender,1,2,0.5
2994, gender,1,3,0.5
2994, gender,1,4,0.5
2995, gender,0,1,-0.5
2995, gender,0,2,0.0
2995, gender,0,3,-0.16666666666666663
2995, gender,0,4,-0.25
2995, gender,1,1,0.5
2995, gender,1,2,0.0
2995, gender,1,3,0.16666666666666669
2995, gender,1,4,0.25
2996, gender,0,1,-0.5
2996, gender,0,2,-0.5
2996, gender,0,3,-0.5
2996, gender,0,4,-0.25
2996, gender,1,1,0.5
2996, gender,1,2,0.5
2996, gender,1,3,0.5
2996, gender,1,4,0.25
2997, gender,0,1,0.5
2997, gender,0,2,0.5
2997, gender,0,3,0.5
2997, gender,0,4,0.5
2997, gender,1,1,-0.5
2997, gender,1,2,-0.5
2997, gender,1,3,-0.5
2997, gender,1,4,-0.5
2998, gender,0,1,0.5
2998, gender,0,2,0.5
2998, gender,0,3,0.5
2998, gender,0,4,0.25
2998, gender,1,1,-0.5
2998, gender,1,2,-0.5
2998, gender,1,3,-0.5
2998, gender,1,4,-0.25
2999, gender,0,1,0.5
2999, gender,0,2,0.0
2999, gender,0,3,-0.16666666666666663
2999, gender,0,4,-0.25
2999, gender,1,1,-0.5
2999, gender,1,2,0.0
2999, gender,1,3,0.16666666666666669
2999, gender,1,4,0.25
3000, gender,0,1,-0.5
3000, gender,0,2,-0.5
3000, gender,0,3,-0.5
3000, gender,0,4,-0.5
3000, gender,1,1,0.5
3000, gender,1,2,0.5
3000, gender,1,3,0.5
3000, gender,1,4,0.5
3001, gender,0,1,-0.5
3001, gender,0,2,0.0
3001, gender,0,3,-0.16666666666666663
3001, gender,0,4,-0.25
3001, gender,1,1,0.5
3001, gender,1,2,0.0
3001, gender,1,3,0.16666666666666669
3001, gender,1,4,0.25
3002, gender,0,1,0.5
3002, gender,0,2,0.0
3002, gender,0,3,-0.16666666666666663
3002, gender,0,4,-0.25
3002, gender,1,1,-0.5
3002, gender,1,2,0.0
3002, gender,1,3,0.16666666666666669
3002, gender,1,4,0.25
3003, gender,0,1,-0.5
3003, gender,0,2,0.0
3003, gender,0,3,-0.16666666666666663
3003, gender,0,4,-0.25
3003, gender,1,1,0.5
3003, gender,1,2,0.0
3003, gender,1,3,0.16666666666666669
3003, gender,1,4,0.25
3004, gender,0,1,-0.5
3004, gender,0,2,0.0
3004, gender,0,3,0.16666666666666669
3004, gender,0,4,0.25
3004, gender,1,1,0.5
3004, gender,1,2,0.0
3004, gender,1,3,-0.16666666666666663
3004, gender,1,4,-0.25
3005, gender,0,1,0.5
3005, gender,0,2,0.5
3005, gender,0,3,0.16666666666666669
3005, gender,0,4,0.0
3005, gender,1,1,-0.5
3005, gender,1,2,-0.5
3005, gender,1,3,-0.16666666666666663
3005, gender,1,4,0.0
3006, gender,0,1,-0.5
3006, gender,0,2,0.0
3006, gender,0,3,-0.16666666666666663
3006, gender,0,4,-0.25
3006, gender,1,1,0.5
3006, gender,1,2,0.0
3006, gender,1,3,0.16666666666666669
3006, gender,1,4,0.25
3007, gender,0,1,-0.5
3007, gender,0,2,0.0
3007, gender,0,3,0.16666666666666669
3007, gender,0,4,0.0
3007, gender,1,1,0.5
3007, gender,1,2,0.0
3007, gender,1,3,-0.16666666666666663
3007, gender,1,4,0.0
3008, gender,0,1,-0.5
3008, gender,0,2,0.0
3008, gender,0,3,-0.16666666666666663
3008, gender,0,4,-0.25
3008, gender,1,1,0.5
3008, gender,1,2,0.0
3008, gender,1,3,0.16666666666666669
3008, gender,1,4,0.25
3009, gender,0,1,-0.5
3009, gender,0,2,-0.5
3009, gender,0,3,-0.5
3009, gender,0,4,-0.5
3009, gender,1,1,0.5
3009, gender,1,2,0.5
3009, gender,1,3,0.5
3009, gender,1,4,0.5
3010, gender,0,1,-0.5
3010, gender,0,2,-0.5
3010, gender,0,3,-0.16666666666666663
3010, gender,0,4,0.0
3010, gender,1,1,0.5
3010, gender,1,2,0.5
3010, gender,1,3,0.16666666666666669
3010, gender,1,4,0.0
3011, gender,0,1,-0.5
3011, gender,0,2,-0.5
3011, gender,0,3,-0.5
3011, gender,0,4,-0.5
3011, gender,1,1,0.5
3011, gender,1,2,0.5
3011, gender,1,3,0.5
3011, gender,1,4,0.5
3012, gender,0,1,0.5
3012, gender,0,2,0.5
3012, gender,0,3,0.16666666666666669
3012, gender,0,4,0.0
3012, gender,1,1,-0.5
3012, gender,1,2,-0.5
3012, gender,1,3,-0.16666666666666663
3012, gender,1,4,0.0
